chembl_id,smiles,hob,mw,logp,hacc,hdon,tpsa,nrot,mr,num_rings,aromatic_rings,ro5_violations,drug_name,max_phase,measurement_type,original_value,original_units,validation_reason
CHEMBL35306,C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1,70.0,495.45,-3.48,12,8,250.32,8,114.81,3,2,2,NIKKOMYCIN,1.0,F,70.0,%,Clear HOB type + PK context
CHEMBL220492,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,70.0,339.37,-0.4,8,1,115.54,3,71.6,3,0,0,TOPIRAMATE,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL1096979,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,70.0,257.25,-1.76,7,7,148.07,5,61.48,1,1,1,BENSERAZIDE,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL251643,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,70.0,239.75,3.3,2,1,29.1,3,68.13,1,1,0,,,F,70.0,%,Clear HOB type + PK context
CHEMBL249669,C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,70.0,239.75,3.3,2,1,29.1,3,68.13,1,1,0,,,F,70.0,%,Clear HOB type + PK context
CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,70.0,317.43,3.26,2,2,66.4,6,90.0,2,1,0,NATEGLINIDE,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,70.0,331.35,1.58,5,2,74.57,3,88.48,4,2,0,CIPROFLOXACIN,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,70.0,335.47,2.2,3,1,56.41,6,93.99,3,2,0,ALMOTRIPTAN,4.0,F,70.0,%,Clear HOB type + PK context
CHEMBL3183703,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,68.0,404.49,2.99,5,3,108.64,4,103.79,4,2,0,,,F,68.0,%,Clear HOB type + PK context
CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,67.5,335.47,2.07,3,2,65.2,5,94.32,3,2,0,NARATRIPTAN,4.0,F,67.5,%,Clear HOB type + PK context
CHEMBL2023898,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,67.0,738.89,6.22,8,4,174.64,11,202.75,6,4,2,DACLATASVIR,4.0,F,67.0,%,Clear HOB type + PK context
CHEMBL2037132,Cn1cc(C(=O)Nc2ccc(-c3ccccc3)c(C(F)(F)F)c2)c(=O)c2cnc(CO)cc21,67.0,453.42,4.36,5,2,84.22,4,117.74,4,4,0,,,F,67.0,%,Clear HOB type + PK context
CHEMBL4846050,CC(C)(O)c1cc(F)c2c(c1)C(=O)N(Cc1ccc(Cl)cn1)[C@@]2(OCC1(O)CC1)c1ccc(Cl)cc1,66.0,531.41,5.15,5,2,82.89,7,133.13,5,3,2,,,F,66.0,%,Clear HOB type + PK context
CHEMBL1591,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,66.0,464.86,0.26,9,6,181.62,2,109.94,4,1,1,DEMECLOCYCLINE,4.0,F,66.0,%,Clear HOB type + PK context
CHEMBL173745,CNC/C=C(\c1ccc(Br)cc1)c1cccnc1,66.0,303.2,3.5,2,1,24.92,4,79.38,2,2,0,NORZIMELIDINE,,F,66.0,%,Clear HOB type + PK context
CHEMBL1256920,COc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)C(=O)O,65.6,308.33,1.44,4,3,102.86,4,82.38,2,2,0,,,F,65.6,%,Clear HOB type + PK context
CHEMBL481322,COCc1c(Cl)ccc2c1CC[C@H]2c1ncc[nH]1,65.0,262.74,3.29,2,1,37.91,3,70.92,3,2,0,,,F,65.0,%,Clear HOB type + PK context
CHEMBL1201314,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,65.0,354.37,-1.44,10,4,171.37,8,88.29,2,2,0,VALGANCICLOVIR,4.0,F,65.0,%,Clear HOB type + PK context
CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,64.7,204.3,2.15,3,0,15.6,1,60.65,3,1,0,LEVAMISOLE,4.0,F,64.7,%,Clear HOB type + PK context
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,64.0,244.21,-3.01,8,4,143.72,3,51.55,2,1,0,RIBAVIRIN,4.0,F,64.0,%,Clear HOB type + PK context
CHEMBL255014,NS(=O)(=O)c1cc([C@]2(O)NC(=O)c3ccccc32)ccc1Cl,64.0,338.77,0.92,4,3,109.49,2,79.73,3,2,0,(R)-CHLORTHALIDONE,,F,64.0,%,Clear HOB type + PK context
CHEMBL402262,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,64.0,338.77,0.92,4,3,109.49,2,79.73,3,2,0,,,F,64.0,%,Clear HOB type + PK context
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,63.0,255.36,3.72,2,1,21.26,6,79.53,2,2,0,ATOMOXETINE,4.0,F,63.0,%,Clear HOB type + PK context
CHEMBL1527608,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,63.0,266.26,-1.19,8,0,80.28,2,65.91,3,2,0,DOXOFYLLINE,3.0,F,63.0,%,Clear HOB type + PK context
CHEMBL3617973,CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1,63.0,474.46,4.39,5,0,105.27,3,112.4,3,2,0,,,F,63.0,%,Clear HOB type + PK context
CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,62.5,382.53,3.82,3,1,53.17,6,109.85,4,3,0,ELETRIPTAN,4.0,F,62.5,%,Clear HOB type + PK context
CHEMBL1471,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,62.5,534.43,4.95,5,2,83.24,6,114.45,4,3,1,APREPITANT,4.0,F,62.5,%,Clear HOB type + PK context
CHEMBL1092662,CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,62.0,297.38,3.12,3,0,29.02,5,85.93,3,2,0,,,F,62.0,%,Clear HOB type + PK context
CHEMBL501849,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,62.0,749.96,5.25,10,2,156.89,8,198.55,7,3,2,SIMEPREVIR,4.0,F,62.0,%,Clear HOB type + PK context
CHEMBL399705,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O,62.0,293.37,3.13,4,0,39.82,2,86.02,4,3,0,(S)-ONDANSETRON,,F,62.0,%,Clear HOB type + PK context
CHEMBL428411,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,62.0,293.37,3.13,4,0,39.82,2,86.02,4,3,0,(R)-ONDANSETRON,,F,62.0,%,Clear HOB type + PK context
CHEMBL253987,CCN1C[C@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,61.0,378.52,3.17,3,0,32.78,6,111.28,4,2,0,(R)-DOXAPRAM,,F,61.0,%,Clear HOB type + PK context
CHEMBL400535,CCN1C[C@@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,61.0,378.52,3.17,3,0,32.78,6,111.28,4,2,0,(S)-DOXAPRAM,,F,61.0,%,Clear HOB type + PK context
CHEMBL846,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,61.0,416.65,5.7,3,3,60.69,6,124.04,3,0,1,CALCITRIOL,4.0,F,61.0,%,Clear HOB type + PK context
CHEMBL1652111,COP(=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,61.0,413.8,3.64,4,2,108.97,5,111.54,3,3,0,,,F,61.0,%,Clear HOB type + PK context
CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,60.0,312.42,2.32,4,1,50.16,2,90.39,4,2,0,GRANISETRON,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1098352,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,60.0,626.52,-3.07,17,11,289.66,7,141.7,5,3,3,,,F,60.0,%,Clear HOB type + PK context
CHEMBL708,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,60.0,412.95,3.81,5,1,48.47,4,115.76,5,3,0,ZIPRASIDONE,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1200969,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,60.0,528.54,6.58,2,2,58.2,2,124.02,5,1,2,DUTASTERIDE,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,60.0,446.91,4.28,7,1,68.74,8,118.15,4,3,0,GEFITINIB,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1200633,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,60.0,1736.18,10.81,28,6,340.12,15,450.18,14,0,4,IVERMECTIN,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL56564,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,60.0,284.36,2.95,3,1,45.33,2,81.31,4,2,0,TROPISETRON,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,60.0,459.56,4.88,5,3,99.88,11,126.44,2,2,0,CERIVASTATIN,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL4464582,[2H]C([2H])([2H])Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,60.0,533.11,5.58,8,3,105.24,9,144.95,4,3,2,,,F,60.0,%,Clear HOB type + PK context
CHEMBL251075,CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,60.0,366.55,4.83,3,0,15.71,10,114.19,3,2,0,,,F,60.0,%,Clear HOB type + PK context
CHEMBL252310,CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,60.0,272.37,1.09,4,3,78.43,6,73.01,1,1,0,,,F,60.0,%,Clear HOB type + PK context
CHEMBL509032,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,60.0,614.22,5.02,10,2,102.93,9,169.67,5,3,2,TAE-684,,F,60.0,%,Clear HOB type + PK context
CHEMBL400696,CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,60.0,366.55,4.83,3,0,15.71,10,114.19,3,2,0,,,F,60.0,%,Clear HOB type + PK context
CHEMBL940,NCC1(CC(=O)O)CCCCC1,60.0,171.24,1.37,2,2,63.32,3,46.83,1,0,0,GABAPENTIN,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1200681,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],60.0,608.18,4.62,5,1,73.25,12,168.62,5,4,1,MONTELUKAST SODIUM,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL252312,CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,60.0,272.37,1.09,4,3,78.43,6,73.01,1,1,0,DEXSOTALOL,-1.0,F,60.0,%,Clear HOB type + PK context
CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,60.0,704.87,4.21,9,5,171.22,14,193.88,3,3,1,ATAZANAVIR,4.0,F,60.0,%,Clear HOB type + PK context
CHEMBL252321,CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21,59.4,354.37,-1.44,10,4,171.37,8,88.29,2,2,0,(R)-VALGANCICLOVIR,,F,59.4,%,Clear HOB type + PK context
CHEMBL400177,CC(C)[C@H](N)C(=O)OC[C@H](CO)OCn1cnc2c(=O)nc(N)[nH]c21,59.4,354.37,-1.44,10,4,171.37,8,88.29,2,2,0,(S)-VALGANCICLOVIR,,F,59.4,%,Clear HOB type + PK context
CHEMBL2105637,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,59.0,440.77,1.92,7,3,121.68,3,101.82,4,3,0,DELAFLOXACIN,4.0,F,59.0,%,Clear HOB type + PK context
CHEMBL1517,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,58.0,460.44,-1.24,10,7,201.85,2,110.93,4,1,1,OXYTETRACYCLINE,4.0,F,58.0,%,Clear HOB type + PK context
CHEMBL249837,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,58.0,442.42,-0.44,9,6,181.62,2,110.39,4,1,1,METHACYCLINE,4.0,F,58.0,%,Clear HOB type + PK context
CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,57.0,303.68,-0.35,8,3,119.31,2,66.64,3,2,0,CLOFARABINE,4.0,F,57.0,%,Clear HOB type + PK context
CHEMBL398879,C[C@@H](N/C(=N/c1ccncc1)NC#N)C(C)(C)C,57.0,245.33,2.16,3,2,73.1,2,72.13,1,1,0,(R)-PINACIDIL,,F,57.0,%,Clear HOB type + PK context
CHEMBL251647,C[C@H](N/C(=N/c1ccncc1)NC#N)C(C)(C)C,57.0,245.33,2.16,3,2,73.1,2,72.13,1,1,0,(S)-PINACIDIL,,F,57.0,%,Clear HOB type + PK context
CHEMBL1136,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,57.0,812.02,4.93,14,1,171.85,11,214.25,5,2,2,TELITHROMYCIN,4.0,F,57.0,%,Clear HOB type + PK context
CHEMBL1272,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,56.0,452.6,5.22,4,2,78.87,10,131.12,3,2,1,REPAGLINIDE,4.0,F,56.0,%,Clear HOB type + PK context
CHEMBL3989927,O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,56.0,449.51,1.86,6,1,88.18,6,119.36,5,2,0,IBERDOMIDE,3.0,F,56.0,%,Clear HOB type + PK context
CHEMBL38700,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F,55.4,227.19,-0.59,6,2,90.37,2,53.0,2,1,0,ELVUCITABINE,2.0,F,55.4,%,Clear HOB type + PK context
CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,55.0,260.38,2.85,2,1,32.34,7,79.5,2,1,0,ROPINIROLE,4.0,F,55.0,%,Clear HOB type + PK context
CHEMBL196779,O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2,55.0,447.49,4.34,5,2,96.3,7,122.92,4,3,0,,,F,55.0,%,Clear HOB type + PK context
CHEMBL152067,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,55.0,363.5,3.27,4,4,82.62,7,104.73,2,1,0,TALINOLOL,2.0,F,55.0,%,Clear HOB type + PK context
CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,55.0,294.36,2.41,3,1,53.92,2,84.69,4,3,0,ALOSETRON,4.0,F,55.0,%,Clear HOB type + PK context
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,55.0,705.65,5.58,12,0,104.7,11,188.18,7,5,3,ITRACONAZOLE,4.0,F,55.0,%,Clear HOB type + PK context
CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,54.0,225.21,-1.33,7,3,119.05,4,55.6,2,2,0,ACYCLOVIR,4.0,F,54.0,%,Clear HOB type + PK context
CHEMBL1201110,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,54.0,360.8,-0.38,9,3,151.14,7,89.53,2,2,0,VALACYCLOVIR HYDROCHLORIDE,4.0,F,54.0,%,Clear HOB type + PK context
CHEMBL253978,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,54.0,370.48,2.53,5,1,55.89,2,104.53,4,2,0,TELENZEPINE,2.0,F,54.0,%,Clear HOB type + PK context
CHEMBL4790145,COc1ccc2nc(C3CC3)nc(CCNC(C)=O)c2c1,54.0,285.35,2.19,4,1,64.11,5,80.45,3,2,0,,,F,54.0,%,Clear HOB type + PK context
CHEMBL8030,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,53.9,202.21,1.87,3,1,54.98,2,56.11,2,2,0,TOLIMIDONE,2.0,F,53.9,%,Clear HOB type + PK context
CHEMBL444633,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,53.0,847.02,4.62,14,5,205.55,4,226.76,6,1,2,RIFABUTIN,4.0,F,53.0,%,Clear HOB type + PK context
CHEMBL3391662,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,53.0,765.89,3.64,10,3,189.65,7,203.1,8,4,1,PARITAPREVIR,4.0,F,53.0,%,Clear HOB type + PK context
CHEMBL374731,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,52.0,242.23,-1.51,6,3,104.55,2,57.68,2,1,0,TELBIVUDINE,4.0,F,52.0,%,Clear HOB type + PK context
CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,52.0,588.56,1.34,13,3,160.83,5,138.35,7,2,2,ETOPOSIDE,4.0,F,52.0,%,Clear HOB type + PK context
CHEMBL2324748,CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2ccc(S(=O)(=O)Nc3cscn3)cc2C#N)C1,52.0,541.06,5.0,9,1,113.14,8,137.98,5,4,2,,,F,52.0,%,Clear HOB type + PK context
CHEMBL1703,CN(C)C(=N)NC(=N)N.Cl,50.0,165.63,-0.61,2,4,88.99,0,43.71,0,0,0,METFORMIN HYDROCHLORIDE,4.0,F,50.0,%,Clear HOB type + PK context
CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,50.0,459.51,2.7,6,1,110.76,5,126.66,5,3,0,APIXABAN,4.0,F,50.0,%,Clear HOB type + PK context
CHEMBL3987016,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,50.0,459.47,4.37,5,2,93.19,6,118.49,4,4,0,MIVEBRESIB,2.0,F,50.0,%,Clear HOB type + PK context
CHEMBL447187,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,50.0,392.41,5.71,3,1,47.14,5,107.92,4,4,1,FENFLUMIZOLE,-1.0,F,50.0,%,Clear HOB type + PK context
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,50.0,747.96,2.44,14,4,182.91,8,191.05,3,0,2,CLARITHROMYCIN,4.0,F,50.0,%,Clear HOB type + PK context
CHEMBL957,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,50.0,551.63,4.2,10,2,145.65,10,144.66,4,4,1,BOSENTAN,4.0,F,50.0,%,Clear HOB type + PK context
CHEMBL3545062,COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,50.0,883.02,7.73,10,4,193.1,11,242.56,9,6,2,VELPATASVIR,4.0,F,50.0,%,Clear HOB type + PK context
CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,49.0,351.41,1.56,5,1,68.78,2,99.72,4,2,0,PIRENZEPINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL222645,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,49.0,453.88,2.69,6,2,112.74,4,106.63,4,2,0,FLOXACILLIN,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,49.0,341.43,0.56,5,2,101.73,6,86.97,2,1,0,SULPIRIDE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,49.0,465.95,3.36,6,2,86.05,9,122.04,3,2,0,CISAPRIDE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,49.0,341.41,1.53,5,2,70.0,2,89.8,6,1,0,NALTREXONE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,49.0,239.31,1.31,4,4,72.72,4,66.75,1,1,0,ALBUTEROL,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL646,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,49.0,343.22,4.23,4,0,43.07,1,91.9,4,3,0,TRIAZOLAM,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,49.0,259.35,2.58,3,2,41.49,6,78.59,2,2,0,PROPRANOLOL,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,49.0,280.42,3.88,2,0,6.48,4,90.47,3,2,0,IMIPRAMINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,49.0,130.08,-0.8,2,2,65.72,0,27.64,1,1,0,FLUOROURACIL,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,49.0,234.34,2.58,2,1,32.34,5,72.33,1,1,0,LIDOCAINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,49.0,267.37,1.61,4,2,50.72,9,76.66,1,1,0,METOPROLOL,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,49.0,285.34,1.2,4,2,52.93,0,77.58,5,1,0,MORPHINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL1075,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,49.0,427.53,4.11,6,1,71.11,5,116.67,4,2,0,MORICIZINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,49.0,416.58,4.85,5,0,60.44,1,112.21,5,0,0,SPIRONOLACTONE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,49.0,278.31,0.19,7,0,78.89,5,74.75,2,2,0,PENTOXIFYLLINE,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,49.0,414.48,2.48,5,2,95.94,5,110.1,4,2,0,NAFCILLIN,4.0,F,49.0,%,Clear HOB type + PK context
CHEMBL521606,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,49.0,309.41,0.63,5,4,81.95,5,85.12,2,1,0,NADOLOL,4.0,F,49.0,%,Clear HOB type + PK context
